"Time","Indicator","Age","Place of residence","Sex","Unit","Value"
"2023","Deaths","29","Urban areas","Females","persons","5"
"2024","Deaths","29","Urban areas","Males and females","persons","18"
"2024","Deaths","29","Urban areas","Males","persons","10"
"2024","Deaths","29","Urban areas","Females","persons","8"
"2015","Deaths","30","Urban areas","Males and females","persons","40"
"2015","Deaths","30","Urban areas","Males","persons","29"
"2015","Deaths","30","Urban areas","Females","persons","11"
"2016","Deaths","30","Urban areas","Males and females","persons","34"
"2016","Deaths","30","Urban areas","Males","persons","24"
"2016","Deaths","30","Urban areas","Females","persons","10"
"2017","Deaths","30","Urban areas","Males and females","persons","32"
"2017","Deaths","30","Urban areas","Males","persons","24"
"2017","Deaths","30","Urban areas","Females","persons","8"
"2018","Deaths","30","Urban areas","Males and females","persons","40"
"2018","Deaths","30","Urban areas","Males","persons","30"
"2018","Deaths","30","Urban areas","Females","persons","10"
"2019","Deaths","30","Urban areas","Males and females","persons","26"
"2019","Deaths","30","Urban areas","Males","persons","20"
"2019","Deaths","30","Urban areas","Females","persons","6"
"2020","Deaths","30","Urban areas","Males and females","persons","32"
"2020","Deaths","30","Urban areas","Males","persons","25"
"2020","Deaths","30","Urban areas","Females","persons","7"
"2021","Deaths","30","Urban areas","Males and females","persons","31"
"2021","Deaths","30","Urban areas","Males","persons","21"
"2021","Deaths","30","Urban areas","Females","persons","10"
"2022","Deaths","30","Urban areas","Males and females","persons","26"
"2022","Deaths","30","Urban areas","Males","persons","20"
"2022","Deaths","30","Urban areas","Females","persons","6"
"2023","Deaths","30","Urban areas","Males and females","persons","30"
"2023","Deaths","30","Urban areas","Males","persons","17"
"2023","Deaths","30","Urban areas","Females","persons","13"
"2024","Deaths","30","Urban areas","Males and females","persons","15"
"2024","Deaths","30","Urban areas","Males","persons","12"
"2024","Deaths","30","Urban areas","Females","persons","3"
"2015","Deaths","31","Urban areas","Males and females","persons","42"
"2015","Deaths","31","Urban areas","Males","persons","32"
"2015","Deaths","31","Urban areas","Females","persons","10"
"2016","Deaths","31","Urban areas","Males and females","persons","25"
"2016","Deaths","31","Urban areas","Males","persons","22"
"2016","Deaths","31","Urban areas","Females","persons","3"
"2017","Deaths","31","Urban areas","Males and females","persons","28"
"2017","Deaths","31","Urban areas","Males","persons","21"
"2017","Deaths","31","Urban areas","Females","persons","7"
"2018","Deaths","31","Urban areas","Males and females","persons","40"
"2018","Deaths","31","Urban areas","Males","persons","33"
"2018","Deaths","31","Urban areas","Females","persons","7"
"2019","Deaths","31","Urban areas","Males and females","persons","21"
"2019","Deaths","31","Urban areas","Males","persons","14"
"2019","Deaths","31","Urban areas","Females","persons","7"
"2020","Deaths","31","Urban areas","Males and females","persons","23"
"2020","Deaths","31","Urban areas","Males","persons","16"
"2020","Deaths","31","Urban areas","Females","persons","7"
"2021","Deaths","31","Urban areas","Males and females","persons","26"
"2021","Deaths","31","Urban areas","Males","persons","22"
"2021","Deaths","31","Urban areas","Females","persons","4"
"2022","Deaths","31","Urban areas","Males and females","persons","35"
"2022","Deaths","31","Urban areas","Males","persons","30"
"2022","Deaths","31","Urban areas","Females","persons","5"
"2023","Deaths","31","Urban areas","Males and females","persons","20"
"2023","Deaths","31","Urban areas","Males","persons","15"
"2023","Deaths","31","Urban areas","Females","persons","5"
"2024","Deaths","31","Urban areas","Males and females","persons","33"
"2024","Deaths","31","Urban areas","Males","persons","22"
"2024","Deaths","31","Urban areas","Females","persons","11"
"2015","Deaths","32","Urban areas","Males and females","persons","44"
"2015","Deaths","32","Urban areas","Males","persons","34"
"2015","Deaths","32","Urban areas","Females","persons","10"
"2016","Deaths","32","Urban areas","Males and females","persons","66"
"2016","Deaths","32","Urban areas","Males","persons","54"
"2016","Deaths","32","Urban areas","Females","persons","12"
"2017","Deaths","32","Urban areas","Males and females","persons","35"
"2017","Deaths","32","Urban areas","Males","persons","25"
"2017","Deaths","32","Urban areas","Females","persons","10"
"2018","Deaths","32","Urban areas","Males and females","persons","36"
"2018","Deaths","32","Urban areas","Males","persons","25"
"2018","Deaths","32","Urban areas","Females","persons","11"
"2019","Deaths","32","Urban areas","Males and females","persons","37"
"2019","Deaths","32","Urban areas","Males","persons","30"
"2019","Deaths","32","Urban areas","Females","persons","7"
"2020","Deaths","32","Urban areas","Males and females","persons","32"
"2020","Deaths","32","Urban areas","Males","persons","24"
"2020","Deaths","32","Urban areas","Females","persons","8"
"2021","Deaths","32","Urban areas","Males and females","persons","38"
"2021","Deaths","32","Urban areas","Males","persons","29"
"2021","Deaths","32","Urban areas","Females","persons","9"
"2022","Deaths","32","Urban areas","Males and females","persons","33"
"2022","Deaths","32","Urban areas","Males","persons","24"
"2022","Deaths","32","Urban areas","Females","persons","9"
"2023","Deaths","32","Urban areas","Males and females","persons","22"
"2023","Deaths","32","Urban areas","Males","persons","18"
"2023","Deaths","32","Urban areas","Females","persons","4"
"2024","Deaths","32","Urban areas","Males and females","persons","30"
"2024","Deaths","32","Urban areas","Males","persons","17"
"2024","Deaths","32","Urban areas","Females","persons","13"
"2015","Deaths","33","Urban areas","Males and females","persons","47"
"2015","Deaths","33","Urban areas","Males","persons","38"
"2015","Deaths","33","Urban areas","Females","persons","9"
"2016","Deaths","33","Urban areas","Males and females","persons","49"
"2016","Deaths","33","Urban areas","Males","persons","39"
"2016","Deaths","33","Urban areas","Females","persons","10"
"2017","Deaths","33","Urban areas","Males and females","persons","46"
"2017","Deaths","33","Urban areas","Males","persons","38"
"2017","Deaths","33","Urban areas","Females","persons","8"
"2018","Deaths","33","Urban areas","Males and females","persons","50"
"2018","Deaths","33","Urban areas","Males","persons","37"
"2018","Deaths","33","Urban areas","Females","persons","13"
"2019","Deaths","33","Urban areas","Males and females","persons","36"
"2019","Deaths","33","Urban areas","Males","persons","25"
"2019","Deaths","33","Urban areas","Females","persons","11"
"2020","Deaths","33","Urban areas","Males and females","persons","43"
"2020","Deaths","33","Urban areas","Males","persons","35"
"2020","Deaths","33","Urban areas","Females","persons","8"
"2021","Deaths","33","Urban areas","Males and females","persons","41"
"2021","Deaths","33","Urban areas","Males","persons","35"
"2021","Deaths","33","Urban areas","Females","persons","6"
"2022","Deaths","33","Urban areas","Males and females","persons","43"
"2022","Deaths","33","Urban areas","Males","persons","31"
"2022","Deaths","33","Urban areas","Females","persons","12"
"2023","Deaths","33","Urban areas","Males and females","persons","33"
"2023","Deaths","33","Urban areas","Males","persons","24"
"2023","Deaths","33","Urban areas","Females","persons","9"
"2024","Deaths","33","Urban areas","Males and females","persons","39"
"2024","Deaths","33","Urban areas","Males","persons","25"
"2024","Deaths","33","Urban areas","Females","persons","14"
"2015","Deaths","34","Urban areas","Males and females","persons","57"
"2015","Deaths","34","Urban areas","Males","persons","43"
"2015","Deaths","34","Urban areas","Females","persons","14"
"2016","Deaths","34","Urban areas","Males and females","persons","57"
"2016","Deaths","34","Urban areas","Males","persons","41"
"2016","Deaths","34","Urban areas","Females","persons","16"
"2017","Deaths","34","Urban areas","Males and females","persons","43"
"2017","Deaths","34","Urban areas","Males","persons","33"
"2017","Deaths","34","Urban areas","Females","persons","10"
"2018","Deaths","34","Urban areas","Males and females","persons","45"
"2018","Deaths","34","Urban areas","Males","persons","35"
"2018","Deaths","34","Urban areas","Females","persons","10"
"2019","Deaths","34","Urban areas","Males and females","persons","45"
"2019","Deaths","34","Urban areas","Males","persons","32"
"2019","Deaths","34","Urban areas","Females","persons","13"
"2020","Deaths","34","Urban areas","Males and females","persons","37"
"2020","Deaths","34","Urban areas","Males","persons","26"
"2020","Deaths","34","Urban areas","Females","persons","11"
"2021","Deaths","34","Urban areas","Males and females","persons","48"
"2021","Deaths","34","Urban areas","Males","persons","39"
"2021","Deaths","34","Urban areas","Females","persons","9"
"2022","Deaths","34","Urban areas","Males and females","persons","37"
"2022","Deaths","34","Urban areas","Males","persons","20"
"2022","Deaths","34","Urban areas","Females","persons","17"
"2023","Deaths","34","Urban areas","Males and females","persons","28"
"2023","Deaths","34","Urban areas","Males","persons","21"
"2023","Deaths","34","Urban areas","Females","persons","7"
"2024","Deaths","34","Urban areas","Males and females","persons","40"
"2024","Deaths","34","Urban areas","Males","persons","24"
"2024","Deaths","34","Urban areas","Females","persons","16"
"2015","Deaths","35","Urban areas","Males and females","persons","52"
"2015","Deaths","35","Urban areas","Males","persons","34"
"2015","Deaths","35","Urban areas","Females","persons","18"
"2016","Deaths","35","Urban areas","Males and females","persons","41"
"2016","Deaths","35","Urban areas","Males","persons","30"
"2016","Deaths","35","Urban areas","Females","persons","11"
"2017","Deaths","35","Urban areas","Males and females","persons","53"
"2017","Deaths","35","Urban areas","Males","persons","41"
"2017","Deaths","35","Urban areas","Females","persons","12"
"2018","Deaths","35","Urban areas","Males and females","persons","50"
"2018","Deaths","35","Urban areas","Males","persons","39"
"2018","Deaths","35","Urban areas","Females","persons","11"
"2019","Deaths","35","Urban areas","Males and females","persons","47"
"2019","Deaths","35","Urban areas","Males","persons","41"
"2019","Deaths","35","Urban areas","Females","persons","6"
"2020","Deaths","35","Urban areas","Males and females","persons","53"
"2020","Deaths","35","Urban areas","Males","persons","47"
"2020","Deaths","35","Urban areas","Females","persons","6"
"2021","Deaths","35","Urban areas","Males and females","persons","51"
"2021","Deaths","35","Urban areas","Males","persons","41"
"2021","Deaths","35","Urban areas","Females","persons","10"
"2022","Deaths","35","Urban areas","Males and females","persons","36"
"2022","Deaths","35","Urban areas","Males","persons","27"
"2022","Deaths","35","Urban areas","Females","persons","9"
"2023","Deaths","35","Urban areas","Males and females","persons","41"
"2023","Deaths","35","Urban areas","Males","persons","29"
"2023","Deaths","35","Urban areas","Females","persons","12"
"2024","Deaths","35","Urban areas","Males and females","persons","34"
"2024","Deaths","35","Urban areas","Males","persons","27"
"2024","Deaths","35","Urban areas","Females","persons","7"
"2015","Deaths","36","Urban areas","Males and females","persons","52"
"2015","Deaths","36","Urban areas","Males","persons","37"
"2015","Deaths","36","Urban areas","Females","persons","15"
"2016","Deaths","36","Urban areas","Males and females","persons","49"
"2016","Deaths","36","Urban areas","Males","persons","35"
"2016","Deaths","36","Urban areas","Females","persons","14"
"2017","Deaths","36","Urban areas","Males and females","persons","52"
"2017","Deaths","36","Urban areas","Males","persons","36"
"2017","Deaths","36","Urban areas","Females","persons","16"
"2018","Deaths","36","Urban areas","Males and females","persons","42"
"2018","Deaths","36","Urban areas","Males","persons","31"
"2018","Deaths","36","Urban areas","Females","persons","11"
"2019","Deaths","36","Urban areas","Males and females","persons","38"
"2019","Deaths","36","Urban areas","Males","persons","27"
"2019","Deaths","36","Urban areas","Females","persons","11"
"2020","Deaths","36","Urban areas","Males and females","persons","55"
"2020","Deaths","36","Urban areas","Males","persons","40"
"2020","Deaths","36","Urban areas","Females","persons","15"
"2021","Deaths","36","Urban areas","Males and females","persons","47"
"2021","Deaths","36","Urban areas","Males","persons","38"
"2021","Deaths","36","Urban areas","Females","persons","9"
"2022","Deaths","36","Urban areas","Males and females","persons","53"
"2022","Deaths","36","Urban areas","Males","persons","39"
"2022","Deaths","36","Urban areas","Females","persons","14"
"2023","Deaths","36","Urban areas","Males and females","persons","47"
"2023","Deaths","36","Urban areas","Males","persons","35"
"2023","Deaths","36","Urban areas","Females","persons","12"
"2024","Deaths","36","Urban areas","Males and females","persons","51"
"2024","Deaths","36","Urban areas","Males","persons","36"
"2024","Deaths","36","Urban areas","Females","persons","15"
"2015","Deaths","37","Urban areas","Males and females","persons","60"
"2015","Deaths","37","Urban areas","Males","persons","49"
"2015","Deaths","37","Urban areas","Females","persons","11"
"2016","Deaths","37","Urban areas","Males and females","persons","76"
"2016","Deaths","37","Urban areas","Males","persons","58"
"2016","Deaths","37","Urban areas","Females","persons","18"
"2017","Deaths","37","Urban areas","Males and females","persons","48"
"2017","Deaths","37","Urban areas","Males","persons","33"
"2017","Deaths","37","Urban areas","Females","persons","15"
"2018","Deaths","37","Urban areas","Males and females","persons","72"
"2018","Deaths","37","Urban areas","Males","persons","56"
"2018","Deaths","37","Urban areas","Females","persons","16"
"2019","Deaths","37","Urban areas","Males and females","persons","37"
"2019","Deaths","37","Urban areas","Males","persons","29"
"2019","Deaths","37","Urban areas","Females","persons","8"
"2020","Deaths","37","Urban areas","Males and females","persons","46"
"2020","Deaths","37","Urban areas","Males","persons","38"
"2020","Deaths","37","Urban areas","Females","persons","8"
"2021","Deaths","37","Urban areas","Males and females","persons","79"
"2021","Deaths","37","Urban areas","Males","persons","47"
"2021","Deaths","37","Urban areas","Females","persons","32"
"2022","Deaths","37","Urban areas","Males and females","persons","42"
"2022","Deaths","37","Urban areas","Males","persons","32"
"2022","Deaths","37","Urban areas","Females","persons","10"
"2023","Deaths","37","Urban areas","Males and females","persons","52"
"2023","Deaths","37","Urban areas","Males","persons","33"
"2023","Deaths","37","Urban areas","Females","persons","19"
"2024","Deaths","37","Urban areas","Males and females","persons","36"
"2024","Deaths","37","Urban areas","Males","persons","24"
"2024","Deaths","37","Urban areas","Females","persons","12"
"2015","Deaths","38","Urban areas","Males and females","persons","70"
"2015","Deaths","38","Urban areas","Males","persons","52"
"2015","Deaths","38","Urban areas","Females","persons","18"
"2016","Deaths","38","Urban areas","Males and females","persons","76"
"2016","Deaths","38","Urban areas","Males","persons","65"
"2016","Deaths","38","Urban areas","Females","persons","11"
"2017","Deaths","38","Urban areas","Males and females","persons","54"
"2017","Deaths","38","Urban areas","Males","persons","37"
"2017","Deaths","38","Urban areas","Females","persons","17"
"2018","Deaths","38","Urban areas","Males and females","persons","54"
"2018","Deaths","38","Urban areas","Males","persons","45"
"2018","Deaths","38","Urban areas","Females","persons","9"
"2019","Deaths","38","Urban areas","Males and females","persons","54"
"2019","Deaths","38","Urban areas","Males","persons","39"
"2019","Deaths","38","Urban areas","Females","persons","15"
"2020","Deaths","38","Urban areas","Males and females","persons","59"
"2020","Deaths","38","Urban areas","Males","persons","51"
"2020","Deaths","38","Urban areas","Females","persons","8"
"2021","Deaths","38","Urban areas","Males and females","persons","50"
"2021","Deaths","38","Urban areas","Males","persons","38"
"2021","Deaths","38","Urban areas","Females","persons","12"
"2022","Deaths","38","Urban areas","Males and females","persons","49"
"2022","Deaths","38","Urban areas","Males","persons","37"
"2022","Deaths","38","Urban areas","Females","persons","12"
"2023","Deaths","38","Urban areas","Males and females","persons","61"
"2023","Deaths","38","Urban areas","Males","persons","42"
"2023","Deaths","38","Urban areas","Females","persons","19"
"2024","Deaths","38","Urban areas","Males and females","persons","45"
"2024","Deaths","38","Urban areas","Males","persons","33"
"2024","Deaths","38","Urban areas","Females","persons","12"
"2015","Deaths","39","Urban areas","Males and females","persons","86"
"2015","Deaths","39","Urban areas","Males","persons","65"
"2015","Deaths","39","Urban areas","Females","persons","21"
"2016","Deaths","39","Urban areas","Males and females","persons","76"
"2016","Deaths","39","Urban areas","Males","persons","57"
"2016","Deaths","39","Urban areas","Females","persons","19"
"2017","Deaths","39","Urban areas","Males and females","persons","54"
"2017","Deaths","39","Urban areas","Males","persons","31"
"2017","Deaths","39","Urban areas","Females","persons","23"
"2018","Deaths","39","Urban areas","Males and females","persons","65"
"2018","Deaths","39","Urban areas","Males","persons","49"
"2018","Deaths","39","Urban areas","Females","persons","16"
"2019","Deaths","39","Urban areas","Males and females","persons","63"
"2019","Deaths","39","Urban areas","Males","persons","48"
"2019","Deaths","39","Urban areas","Females","persons","15"
"2020","Deaths","39","Urban areas","Males and females","persons","65"
"2020","Deaths","39","Urban areas","Males","persons","49"
"2020","Deaths","39","Urban areas","Females","persons","16"
"2021","Deaths","39","Urban areas","Males and females","persons","50"
"2021","Deaths","39","Urban areas","Males","persons","38"
"2021","Deaths","39","Urban areas","Females","persons","12"
"2022","Deaths","39","Urban areas","Males and females","persons","50"
"2022","Deaths","39","Urban areas","Males","persons","35"
"2022","Deaths","39","Urban areas","Females","persons","15"
"2023","Deaths","39","Urban areas","Males and females","persons","73"
"2023","Deaths","39","Urban areas","Males","persons","53"
"2023","Deaths","39","Urban areas","Females","persons","20"
"2024","Deaths","39","Urban areas","Males and females","persons","62"
"2024","Deaths","39","Urban areas","Males","persons","51"
"2024","Deaths","39","Urban areas","Females","persons","11"
"2015","Deaths","40","Urban areas","Males and females","persons","66"
"2015","Deaths","40","Urban areas","Males","persons","46"
"2015","Deaths","40","Urban areas","Females","persons","20"
"2016","Deaths","40","Urban areas","Males and females","persons","77"
"2016","Deaths","40","Urban areas","Males","persons","59"
"2016","Deaths","40","Urban areas","Females","persons","18"
"2017","Deaths","40","Urban areas","Males and females","persons","61"
"2017","Deaths","40","Urban areas","Males","persons","50"
"2017","Deaths","40","Urban areas","Females","persons","11"
"2018","Deaths","40","Urban areas","Males and females","persons","59"
"2018","Deaths","40","Urban areas","Males","persons","47"
"2018","Deaths","40","Urban areas","Females","persons","12"
"2019","Deaths","40","Urban areas","Males and females","persons","55"
"2019","Deaths","40","Urban areas","Males","persons","43"
"2019","Deaths","40","Urban areas","Females","persons","12"
"2020","Deaths","40","Urban areas","Males and females","persons","57"
"2020","Deaths","40","Urban areas","Males","persons","44"
"2020","Deaths","40","Urban areas","Females","persons","13"
"2021","Deaths","40","Urban areas","Males and females","persons","74"
"2021","Deaths","40","Urban areas","Males","persons","59"
"2021","Deaths","40","Urban areas","Females","persons","15"
"2022","Deaths","40","Urban areas","Males and females","persons","65"
"2022","Deaths","40","Urban areas","Males","persons","50"
"2022","Deaths","40","Urban areas","Females","persons","15"
"2023","Deaths","40","Urban areas","Males and females","persons","58"
"2023","Deaths","40","Urban areas","Males","persons","44"
"2023","Deaths","40","Urban areas","Females","persons","14"
"2024","Deaths","40","Urban areas","Males and females","persons","65"
"2024","Deaths","40","Urban areas","Males","persons","47"
"2024","Deaths","40","Urban areas","Females","persons","18"
"2015","Deaths","41","Urban areas","Males and females","persons","77"
"2015","Deaths","41","Urban areas","Males","persons","60"
"2015","Deaths","41","Urban areas","Females","persons","17"
"2016","Deaths","41","Urban areas","Males and females","persons","80"
"2016","Deaths","41","Urban areas","Males","persons","64"
"2016","Deaths","41","Urban areas","Females","persons","16"
"2017","Deaths","41","Urban areas","Males and females","persons","80"
"2017","Deaths","41","Urban areas","Males","persons","62"
"2017","Deaths","41","Urban areas","Females","persons","18"
"2018","Deaths","41","Urban areas","Males and females","persons","55"
"2018","Deaths","41","Urban areas","Males","persons","37"
"2018","Deaths","41","Urban areas","Females","persons","18"
"2019","Deaths","41","Urban areas","Males and females","persons","73"
"2019","Deaths","41","Urban areas","Males","persons","57"
"2019","Deaths","41","Urban areas","Females","persons","16"
"2020","Deaths","41","Urban areas","Males and females","persons","63"
"2020","Deaths","41","Urban areas","Males","persons","46"
"2020","Deaths","41","Urban areas","Females","persons","17"
"2021","Deaths","41","Urban areas","Males and females","persons","77"
"2021","Deaths","41","Urban areas","Males","persons","48"
"2021","Deaths","41","Urban areas","Females","persons","29"
"2022","Deaths","41","Urban areas","Males and females","persons","69"
"2022","Deaths","41","Urban areas","Males","persons","49"
"2022","Deaths","41","Urban areas","Females","persons","20"
"2023","Deaths","41","Urban areas","Males and females","persons","58"
"2023","Deaths","41","Urban areas","Males","persons","40"
"2023","Deaths","41","Urban areas","Females","persons","18"
"2024","Deaths","41","Urban areas","Males and females","persons","65"
"2024","Deaths","41","Urban areas","Males","persons","46"
"2024","Deaths","41","Urban areas","Females","persons","19"
"2015","Deaths","42","Urban areas","Males and females","persons","114"
"2015","Deaths","42","Urban areas","Males","persons","82"
"2015","Deaths","42","Urban areas","Females","persons","32"
"2016","Deaths","42","Urban areas","Males and females","persons","92"
"2016","Deaths","42","Urban areas","Males","persons","70"
"2016","Deaths","42","Urban areas","Females","persons","22"
"2017","Deaths","42","Urban areas","Males and females","persons","66"
"2017","Deaths","42","Urban areas","Males","persons","51"
"2017","Deaths","42","Urban areas","Females","persons","15"
"2018","Deaths","42","Urban areas","Males and females","persons","63"
"2018","Deaths","42","Urban areas","Males","persons","42"
"2018","Deaths","42","Urban areas","Females","persons","21"
"2019","Deaths","42","Urban areas","Males and females","persons","63"
"2019","Deaths","42","Urban areas","Males","persons","45"
"2019","Deaths","42","Urban areas","Females","persons","18"
"2020","Deaths","42","Urban areas","Males and females","persons","66"
"2020","Deaths","42","Urban areas","Males","persons","50"
"2020","Deaths","42","Urban areas","Females","persons","16"
"2021","Deaths","42","Urban areas","Males and females","persons","86"
"2021","Deaths","42","Urban areas","Males","persons","64"
"2021","Deaths","42","Urban areas","Females","persons","22"
"2022","Deaths","42","Urban areas","Males and females","persons","58"
"2022","Deaths","42","Urban areas","Males","persons","41"
"2022","Deaths","42","Urban areas","Females","persons","17"
"2023","Deaths","42","Urban areas","Males and females","persons","65"
"2023","Deaths","42","Urban areas","Males","persons","46"
"2023","Deaths","42","Urban areas","Females","persons","19"
"2024","Deaths","42","Urban areas","Males and females","persons","48"
"2024","Deaths","42","Urban areas","Males","persons","29"
"2024","Deaths","42","Urban areas","Females","persons","19"
"2015","Deaths","43","Urban areas","Males and females","persons","96"
"2015","Deaths","43","Urban areas","Males","persons","69"
"2015","Deaths","43","Urban areas","Females","persons","27"
"2016","Deaths","43","Urban areas","Males and females","persons","97"
"2016","Deaths","43","Urban areas","Males","persons","67"
"2016","Deaths","43","Urban areas","Females","persons","30"
"2017","Deaths","43","Urban areas","Males and females","persons","82"
"2017","Deaths","43","Urban areas","Males","persons","54"
"2017","Deaths","43","Urban areas","Females","persons","28"
"2018","Deaths","43","Urban areas","Males and females","persons","78"
"2018","Deaths","43","Urban areas","Males","persons","53"
"2018","Deaths","43","Urban areas","Females","persons","25"
"2019","Deaths","43","Urban areas","Males and females","persons","72"
"2019","Deaths","43","Urban areas","Males","persons","54"
"2019","Deaths","43","Urban areas","Females","persons","18"
"2020","Deaths","43","Urban areas","Males and females","persons","81"
"2020","Deaths","43","Urban areas","Males","persons","58"
"2020","Deaths","43","Urban areas","Females","persons","23"
"2021","Deaths","43","Urban areas","Males and females","persons","81"
"2021","Deaths","43","Urban areas","Males","persons","61"
"2021","Deaths","43","Urban areas","Females","persons","20"
"2022","Deaths","43","Urban areas","Males and females","persons","75"
"2022","Deaths","43","Urban areas","Males","persons","57"
"2022","Deaths","43","Urban areas","Females","persons","18"
"2023","Deaths","43","Urban areas","Males and females","persons","76"
"2023","Deaths","43","Urban areas","Males","persons","51"
"2023","Deaths","43","Urban areas","Females","persons","25"
"2024","Deaths","43","Urban areas","Males and females","persons","66"
"2024","Deaths","43","Urban areas","Males","persons","47"
"2024","Deaths","43","Urban areas","Females","persons","19"
"2015","Deaths","44","Urban areas","Males and females","persons","111"
"2015","Deaths","44","Urban areas","Males","persons","71"
"2015","Deaths","44","Urban areas","Females","persons","40"
"2016","Deaths","44","Urban areas","Males and females","persons","113"
"2016","Deaths","44","Urban areas","Males","persons","96"
"2016","Deaths","44","Urban areas","Females","persons","17"
"2017","Deaths","44","Urban areas","Males and females","persons","94"
"2017","Deaths","44","Urban areas","Males","persons","63"
"2017","Deaths","44","Urban areas","Females","persons","31"
"2018","Deaths","44","Urban areas","Males and females","persons","94"
"2018","Deaths","44","Urban areas","Males","persons","62"
"2018","Deaths","44","Urban areas","Females","persons","32"
"2019","Deaths","44","Urban areas","Males and females","persons","69"
"2019","Deaths","44","Urban areas","Males","persons","45"
"2019","Deaths","44","Urban areas","Females","persons","24"
"2020","Deaths","44","Urban areas","Males and females","persons","93"
"2020","Deaths","44","Urban areas","Males","persons","70"
"2020","Deaths","44","Urban areas","Females","persons","23"
"2021","Deaths","44","Urban areas","Males and females","persons","107"
"2021","Deaths","44","Urban areas","Males","persons","71"
"2021","Deaths","44","Urban areas","Females","persons","36"
"2022","Deaths","44","Urban areas","Males and females","persons","74"
"2022","Deaths","44","Urban areas","Males","persons","47"
"2022","Deaths","44","Urban areas","Females","persons","27"
"2023","Deaths","44","Urban areas","Males and females","persons","82"
"2023","Deaths","44","Urban areas","Males","persons","65"
"2023","Deaths","44","Urban areas","Females","persons","17"
"2024","Deaths","44","Urban areas","Males and females","persons","86"
"2024","Deaths","44","Urban areas","Males","persons","61"
"2024","Deaths","44","Urban areas","Females","persons","25"
"2015","Deaths","45","Urban areas","Males and females","persons","121"
"2015","Deaths","45","Urban areas","Males","persons","88"
"2015","Deaths","45","Urban areas","Females","persons","33"
"2016","Deaths","45","Urban areas","Males and females","persons","123"
"2016","Deaths","45","Urban areas","Males","persons","87"
"2016","Deaths","45","Urban areas","Females","persons","36"
"2017","Deaths","45","Urban areas","Males and females","persons","116"
"2017","Deaths","45","Urban areas","Males","persons","73"
"2017","Deaths","45","Urban areas","Females","persons","43"
"2018","Deaths","45","Urban areas","Males and females","persons","96"
"2018","Deaths","45","Urban areas","Males","persons","77"
"2018","Deaths","45","Urban areas","Females","persons","19"
"2019","Deaths","45","Urban areas","Males and females","persons","75"
"2019","Deaths","45","Urban areas","Males","persons","52"
"2019","Deaths","45","Urban areas","Females","persons","23"
"2020","Deaths","45","Urban areas","Males and females","persons","94"
"2020","Deaths","45","Urban areas","Males","persons","68"
"2020","Deaths","45","Urban areas","Females","persons","26"
"2021","Deaths","45","Urban areas","Males and females","persons","112"
"2021","Deaths","45","Urban areas","Males","persons","80"
"2021","Deaths","45","Urban areas","Females","persons","32"
"2022","Deaths","45","Urban areas","Males and females","persons","94"
"2022","Deaths","45","Urban areas","Males","persons","64"
"2022","Deaths","45","Urban areas","Females","persons","30"
"2023","Deaths","45","Urban areas","Males and females","persons","85"
"2023","Deaths","45","Urban areas","Males","persons","64"
"2023","Deaths","45","Urban areas","Females","persons","21"
"2024","Deaths","45","Urban areas","Males and females","persons","85"
"2024","Deaths","45","Urban areas","Males","persons","64"
"2024","Deaths","45","Urban areas","Females","persons","21"
"2015","Deaths","46","Urban areas","Males and females","persons","129"
"2015","Deaths","46","Urban areas","Males","persons","93"
"2015","Deaths","46","Urban areas","Females","persons","36"
"2016","Deaths","46","Urban areas","Males and females","persons","120"
"2016","Deaths","46","Urban areas","Males","persons","85"
"2016","Deaths","46","Urban areas","Females","persons","35"
"2017","Deaths","46","Urban areas","Males and females","persons","110"
"2017","Deaths","46","Urban areas","Males","persons","81"
"2017","Deaths","46","Urban areas","Females","persons","29"
"2018","Deaths","46","Urban areas","Males and females","persons","98"
"2018","Deaths","46","Urban areas","Males","persons","76"
"2018","Deaths","46","Urban areas","Females","persons","22"
"2019","Deaths","46","Urban areas","Males and females","persons","102"
"2019","Deaths","46","Urban areas","Males","persons","75"
"2019","Deaths","46","Urban areas","Females","persons","27"
"2020","Deaths","46","Urban areas","Males and females","persons","124"
"2020","Deaths","46","Urban areas","Males","persons","78"
"2020","Deaths","46","Urban areas","Females","persons","46"
"2021","Deaths","46","Urban areas","Males and females","persons","121"
"2021","Deaths","46","Urban areas","Males","persons","85"
"2021","Deaths","46","Urban areas","Females","persons","36"
"2022","Deaths","46","Urban areas","Males and females","persons","108"
"2022","Deaths","46","Urban areas","Males","persons","79"
"2022","Deaths","46","Urban areas","Females","persons","29"
"2023","Deaths","46","Urban areas","Males and females","persons","79"
"2023","Deaths","46","Urban areas","Males","persons","53"
"2023","Deaths","46","Urban areas","Females","persons","26"
"2024","Deaths","46","Urban areas","Males and females","persons","88"
"2024","Deaths","46","Urban areas","Males","persons","60"
"2024","Deaths","46","Urban areas","Females","persons","28"
"2015","Deaths","47","Urban areas","Males and females","persons","134"
"2015","Deaths","47","Urban areas","Males","persons","94"
"2015","Deaths","47","Urban areas","Females","persons","40"
"2016","Deaths","47","Urban areas","Males and females","persons","155"
"2016","Deaths","47","Urban areas","Males","persons","106"
"2016","Deaths","47","Urban areas","Females","persons","49"
"2017","Deaths","47","Urban areas","Males and females","persons","115"
"2017","Deaths","47","Urban areas","Males","persons","67"
"2017","Deaths","47","Urban areas","Females","persons","48"
